Revenue_Month,User_ID_Count,MonthlyGrowth(%)
2017-03,4448,
2017-04,8313,86.8929856115108
2017-05,4400,-47.070852881029715
2017-06,5144,16.909090909090917
2017-07,5676,10.342146189735612
2017-08,4606,-18.85130373502466
2017-09,6404,39.03603994789404
2017-10,6427,0.35915053091817306
2017-11,7184,11.778434728489184
2017-12,4382,-39.003340757238306
2018-01,5378,22.729347329986304
2018-02,5373,-0.09297136481963841
2018-03,5102,-5.043737204541221
