Revenue_Month,Conv_ID_Count,MonthlyGrowth(%)
2017-03,4973,
2017-04,9071,82.40498692941887
2017-05,4786,-47.23845221034064
2017-06,5499,14.897618052653572
2017-07,6033,9.710856519367162
2017-08,4866,-19.343610144206856
2017-09,6854,40.85491163173038
2017-10,6750,-1.5173621243069757
2017-11,7990,18.37037037037037
2017-12,4997,-37.459324155194
2018-01,6049,21.052631578947366
2018-02,6019,-0.4959497437592941
2018-03,5756,-4.369496594118627
