Revenue_Month,User_ID_Count
2017-03,4448
2017-04,8313
2017-05,4400
2017-06,5144
2017-07,5676
2017-08,4606
2017-09,6404
2017-10,6427
2017-11,7184
2017-12,4382
2018-01,5378
2018-02,5373
2018-03,5102
