User_ID,Purchase_Count,Revenue_Per_User
00003ce67d6b73b2d49f4036f60cb73385a9c96e,1,153.83999999999997
0003509d64606735e66a3d32f2a1a084f613ee4b,2,245.63199999999995
00035f943a8a8e176fdd5a44059b38dcc0c73f5a,2,833.164
0003f10010cd3dadcb7182ed7b0abf5166393e91,1,121.808
0003fc733e4ff3bfb295f2c10c7077fb0763ebcc,1,108.71999999999998
0004404bbc163ec7d7650ff162b86bc979679bb8,1,61.184
00062ca12fb12401ee7f16bd9afd21b8e45cf387,1,61.476000000000006
000650e75bc9813cdbdfbbf1f928ae1d6f4e0620,1,109.552
0008750fb842d6eb73f905c259d2a210a64542cc,1,151.27200000000002
00091dd4105f434ea480abacdec1730ffd4a978b,1,64.312
000a3e4a73e1362f73274f9401db597e90387d37,1,152.89600000000002
000b3d4fb53d2cbdb46adaadf50cddb4fe57a044,1,85.98400000000002
000c529eb4645e2fc12cbbe425c5d541ad779f68,1,235.568
000c662410c2751922ad65f1d436164a5f2a7d51,1,114.632
000ee6a382aaefda4b6a8f0986edd3132d598f84,1,155.18
001102945e8f4b325f41a22ccab72069b1a35246,1,217.52
0011cd8641e3922e5fdbd147e91bc9b5b62d37de,1,103.036
00126c6ce03342931b6f6df30b508bee94fa82c4,1,219.856
00131b313d1b44dba911de02396983eb72f0d530,1,78.38399999999999
0013240c4af5519209aa7e4df5b2cafe2a45ffb6,1,196.08
00140ab5ea8ce3a1013a1baad9ae6ac26e56ff66,1,209.8234
0018d6bd98cd03e7040827c2fb1a7d97f7885dc5,1,292.9412
0019a37feb6bf76fc6c6c0b17f1139ee8e193d35,1,74.24000000000002
001a50d296e7fb535c5a0cdfa3f5072528f1fd28,2,527.78752
001aa24bdc850a52f60bb784f430b37e1decb548,1,138.49599999999998
001b34807c20cc3d4391564d66f53e1fae118b36,1,134.504
001c2e1edd59c96a202a863ee1dfdf4a9269723f,1,135.928
001e928a90d253d7503a1ea47a8bfa623f718179,1,88.98400000000002
0021f644a517e4351c2cf9f08e43d8b731b142e7,1,178.48399999999995
00237079d6104cce261135f422a20a0d2057a63b,1,462.17599999999993
00247537526829b5a1ca09d5a7616dbfd339b56a,1,380.30400000000003
0025766c23cf26a73594cb275f828ff3baee1315,1,204.64
0025be549732e9a4bc2c1ade25c9c69a0b21dcda,2,331.54376
0027914d8d9c983d1ca790eca7e54ad9c08113fc,6,1163.4406
0027f5b3c73adec1443224e5884099f606371235,1,168.32799999999997
00280b732938495c4b3458d782bc8d9af38d70f3,1,100.42
002b7ff186b6cc47833cf1c913f33a82c7838407,7,1122.13336
002d84f6f69032864901e9389416016b4e18cce8,2,203.16
002d90457763c407f53946cda01fd4509b70adcf,1,211.64
002f9df048a3865a23dbf846857b4c873cf7415b,1,85.09200000000001
0030302ee12d272392623b78c046d6cd4e715cfd,1,105.336
0030a9345995ea105c6675963f2175510f0d9990,1,87.57600000000001
0030b845d456fa2592636414c8f8c8c2a8d29ae0,1,188.816
0030d8a6518707baada89d177150461645058006,1,112.99996
0032f95e43e8bde2be78915f7436af24455a3fbd,1,96.42
0033669fc2ae401d894a0d5157e5b471053e8093,1,94.712
00340974571fa023d97281d7e7358a1cc3a63b99,1,236.172
003455ab70016dc1a4db87676a9999d992d49d1d,1,172.86
0035ddce03bd1525ad89d7c3dbebae9df084af68,1,191.744
0036afe3fbee9a25b7c704205a4e8a7366d715b4,1,148.928
00383cda62ad1fe82f4c89948c741520ac53c1ed,1,144.352
00389131dc64a51cfd7a6523710df394a725c7a5,1,121.504
0038f5a895ba79c8cf8277c34d8f7a71df5b294e,3,594.39564
003a469e9b77f1b86123c92931bb08d4c8538e71,1,81.148
003a701b134041b581cb0033ad313658bc07ffb9,5,1198.99376
003a86a26b9ec0aa15d8a80649beee0b40dc5b70,1,223.896
003bc7651585bb10360be3761f71290264f4092b,2,493.87700000000007
003d9a2dd138e5d6561ba246d1f5bc1a595615c5,6,1123.832
003da73f3616edfbfd75cda3fd59a150cd6eeb24,1,250.088
003e041a482af321dbf9c2d1d42c4ed1ebf3ec4b,6,503.712
003ffa71e7b9056d737918187f6c751f43d8c1a2,1,76.48
0041eb73592486db581554cac8fd3af37df4f059,1,335.54
00435f727d4dbfbc9299a840b88cc887ce7aa4f2,1,100.09200000000001
004435800dcdf89dbe4d86f0b9003843ab91fcb3,1,264.82359999999994
00470122ba79e60a6979ce045bf1addb3e174ad9,1,144.504
0048753c18507a97dfd81c25c2bf48e25bf1d508,1,344.47044
00497b1b81a1e931e0087a09bab9ea9a4ec3542f,1,300.52
004f0979c118bb89d813d267315aaf4c6b82d8aa,1,85.708
0055449cf4e10998ee82c9c34e0a997a2fe144c0,4,501.192
005a101686bc8ea22c3dacb41012a9122ae89391,1,201.06400000000002
005a2d1c8a071ef90cdfc4be1819b00a1e906011,1,161.296
005cd5712a952f739401625305ecd51d9b5e458b,1,293.12
005dba841b687420460f2e5377a882a4d3e7e3bc,2,441.28
005e81e00714b64e6779ab77e63dde5415c4a4dd,1,150.368
005f2e40c3d030e364d46d585308b477c18ba86a,1,194.716
005f3cb969dca56099ff109d4f122bb422002909,1,108.268
0060a2f30055de3730f5b405a0816b92968b67fe,1,256.052
0060bde02d13a8e39c91ed78433cd43df8b53c5c,3,1159.2
0061335c3eaadb11567d254a78158921de8091cf,3,566.288
0061fcd705d41e7fd7341c772c199435937b5059,3,822.85
0064efa32691d7188531343ab43c1c2c033200cc,1,181.304
0069256d4d3ce963907c365b9a90c3b2e4a4e559,1,114.42
00698126df20005c35a3436b48ee74dd70ddd55d,1,151.58823999999996
006a8e2c82919b3e2175bff553a8705ef7a08e66,1,77.188
006a926e8ce4aecb8aa16ba8d3b41eef5a62caa4,1,94.984
006aacc27b96f9ba5fe6ebb61cb44ae5859ad261,2,314.35200000000003
006b607ef0c5ad1aabd6ad3c1a2fca124fa24c25,1,142.93599999999995
